ticker,name_cn,date,close,turnover_rate
801080.SL,电子,2026-06-18,10930.66,24.443
801080.SL,电子,2026-06-26,11519.58,33.7455
801080.SL,电子,2026-07-03,11024.08,35.6078
801080.SL,电子,2026-07-10,10841.16,28.9046
801080.SL,电子,2026-07-17,8798.2,25.3311
801080.SL,电子,2026-07-24,8737.16,23.3054
801080.SL,电子,2026-07-31,7970.84,20.7085
801080.SL,电子,2026-08-07,8976.39,21.572
801080.SL,电子,2026-08-14,9022.47,18.6029
801080.SL,电子,2026-08-21,8773.72,19.8108
801080.SL,电子,2026-08-28,8787.14,15.645
801110.SL,家用电器,2025-06-06,8450.74,6.3602
801110.SL,家用电器,2025-06-13,8175.48,8.7675
801110.SL,家用电器,2025-06-20,8156.43,7.2929
801110.SL,家用电器,2025-06-27,8320.99,9.212
801110.SL,家用电器,2025-07-04,8464.58,10.5647
801110.SL,家用电器,2025-07-11,8439.57,10.0189
801110.SL,家用电器,2025-07-18,8596.8,9.4322
801110.SL,家用电器,2025-07-25,8599.98,9.9382
801110.SL,家用电器,2025-08-01,8439.47,9.5951
801110.SL,家用电器,2025-08-08,8639.49,11.258
801110.SL,家用电器,2025-08-15,8849.68,13.9707
801110.SL,家用电器,2025-08-22,9041.33,19.9262
801110.SL,家用电器,2025-08-29,8963.39,18.7262
801110.SL,家用电器,2025-09-05,8913.95,13.8261
801110.SL,家用电器,2025-09-12,8933.78,12.5661
801110.SL,家用电器,2025-09-19,9076.75,17.0923
801110.SL,家用电器,2025-09-26,9016.57,14.4087
801110.SL,家用电器,2025-09-30,9032.42,4.4506
801110.SL,家用电器,2025-10-10,8987.85,4.8966
801110.SL,家用电器,2025-10-17,8740.78,10.0241
801110.SL,家用电器,2025-10-24,9029.33,9.4311
801110.SL,家用电器,2025-10-31,9096.04,11.7082
801110.SL,家用电器,2025-11-07,9052.9,11.1751
801110.SL,家用电器,2025-11-14,9153.52,11.9587
801110.SL,家用电器,2025-11-21,8943.33,9.844
801110.SL,家用电器,2025-11-28,9102.47,8.9931
801110.SL,家用电器,2025-12-05,9269.69,8.928
801110.SL,家用电器,2025-12-12,9086.26,9.2803
801110.SL,家用电器,2025-12-19,9100.7,8.5485
801110.SL,家用电器,2025-12-26,9149.85,9.8484
801110.SL,家用电器,2025-12-31,9213.92,6.0899
801110.SL,家用电器,2026-01-09,9429.64,11.8977
801110.SL,家用电器,2026-01-16,9397.26,15.9167
801110.SL,家用电器,2026-01-23,9395.37,13.6051
801110.SL,家用电器,2026-01-30,9124.68,12.3119
801110.SL,家用电器,2026-02-06,9241.72,9.5832
801110.SL,家用电器,2026-02-13,9256.55,9.2136
801110.SL,家用电器,2026-02-27,9217.41,7.4077
801110.SL,家用电器,2026-03-06,8940.72,9.9707
801110.SL,家用电器,2026-03-13,8987.62,9.8613
801110.SL,家用电器,2026-03-20,8690.72,9.4521
801110.SL,家用电器,2026-03-27,8555.16,9.577
801110.SL,家用电器,2026-04-03,8491.44,8.2477
801110.SL,家用电器,2026-04-10,8648.89,6.6333
801110.SL,家用电器,2026-04-17,8812.07,10.192
801110.SL,家用电器,2026-04-24,8902.93,12.1886
801110.SL,家用电器,2026-04-30,9096.84,9.5067
801110.SL,家用电器,2026-05-08,9267.7,7.6138
801110.SL,家用电器,2026-05-15,9315.7,12.2
801110.SL,家用电器,2026-05-22,9189.37,11.0642
801110.SL,家用电器,2026-05-29,8851.36,10.4943
801110.SL,家用电器,2026-06-05,8863.84,8.9243
801110.SL,家用电器,2026-06-12,8807.49,8.7794
801110.SL,家用电器,2026-06-18,8507.37,7.1439
801110.SL,家用电器,2026-06-26,8303.95,9.7199
801110.SL,家用电器,2026-07-03,8621.96,11.2256
801110.SL,家用电器,2026-07-10,8456.03,9.2044
801110.SL,家用电器,2026-07-17,8409.09,8.7917
801110.SL,家用电器,2026-07-24,8365.49,7.9346
801110.SL,家用电器,2026-07-31,8768.49,7.3387
801110.SL,家用电器,2026-08-07,8580.57,7.1226
801110.SL,家用电器,2026-08-14,8557.4,7.0336
801110.SL,家用电器,2026-08-21,8580.88,8.1187
801110.SL,家用电器,2026-08-28,8636.81,8.2294
801120.SL,食品饮料,2025-06-06,17497.01,8.9594
801120.SL,食品饮料,2025-06-13,16732.24,9.2238
801120.SL,食品饮料,2025-06-20,16711.92,7.3578
801120.SL,食品饮料,2025-06-27,16564.42,6.7143
801120.SL,食品饮料,2025-07-04,16666.79,6.5425
801120.SL,食品饮料,2025-07-11,16807.45,6.7592
801120.SL,食品饮料,2025-07-18,16921.18,6.9198
