code,time,close
7688,2026-05-20 11:50:00,35.0
7688,2026-05-20 11:55:00,35.0
7688,2026-05-20 12:00:00,34.96
7688,2026-05-20 13:05:00,34.88
7688,2026-05-20 13:10:00,34.9
7688,2026-05-20 13:15:00,35.2
7688,2026-05-20 13:20:00,36.46
7688,2026-05-20 13:25:00,38.3
7688,2026-05-20 13:30:00,39.0
7688,2026-05-20 13:35:00,37.84
7688,2026-05-20 13:40:00,38.52
7688,2026-05-20 13:45:00,39.2
7688,2026-05-20 13:50:00,38.66
7688,2026-05-20 13:55:00,39.0
7688,2026-05-20 14:00:00,38.7
7688,2026-05-20 14:05:00,38.02
7688,2026-05-20 14:10:00,39.68
7688,2026-05-20 14:15:00,41.98
7688,2026-05-20 14:20:00,42.1
7688,2026-05-20 14:25:00,41.08
7688,2026-05-20 14:30:00,42.42
7688,2026-05-20 14:35:00,44.08
7688,2026-05-20 14:40:00,45.02
7688,2026-05-20 14:45:00,45.02
7688,2026-05-20 14:50:00,46.32
7688,2026-05-20 14:55:00,45.1
7688,2026-05-20 15:00:00,45.28
7688,2026-05-20 15:05:00,45.1
7688,2026-05-20 15:10:00,45.88
7688,2026-05-20 15:15:00,45.48
7688,2026-05-20 15:20:00,45.56
7688,2026-05-20 15:25:00,46.5
7688,2026-05-20 15:30:00,46.54
7688,2026-05-20 15:35:00,47.4
7688,2026-05-20 15:40:00,47.26
7688,2026-05-20 15:45:00,47.36
7688,2026-05-20 15:50:00,47.48
7688,2026-05-20 15:55:00,48.0
7688,2026-05-20 16:00:00,47.5
3296,2026-04-23 09:35:00,61.876
3296,2026-04-23 09:40:00,61.626
3296,2026-04-23 09:45:00,60.162
3296,2026-04-23 09:50:00,60.019
3296,2026-04-23 09:55:00,60.233
3296,2026-04-23 10:00:00,60.126
3296,2026-04-23 10:05:00,59.876
3296,2026-04-23 10:10:00,59.947
3296,2026-04-23 10:15:00,59.733
3296,2026-04-23 10:20:00,59.733
3296,2026-04-23 10:25:00,60.233
3296,2026-04-23 10:30:00,60.519
3296,2026-04-23 10:35:00,60.34
3296,2026-04-23 10:40:00,59.983
3296,2026-04-23 10:45:00,60.769
3296,2026-04-23 10:50:00,61.697
3296,2026-04-23 10:55:00,61.519
3296,2026-04-23 11:00:00,61.412
3296,2026-04-23 11:05:00,61.34
3296,2026-04-23 11:10:00,61.412
3296,2026-04-23 11:15:00,61.412
3296,2026-04-23 11:20:00,61.519
3296,2026-04-23 11:25:00,61.233
3296,2026-04-23 11:30:00,61.162
3296,2026-04-23 11:35:00,60.947
3296,2026-04-23 11:40:00,61.055
3296,2026-04-23 11:45:00,61.305
3296,2026-04-23 11:50:00,61.483
3296,2026-04-23 11:55:00,61.483
3296,2026-04-23 12:00:00,61.769
3296,2026-04-23 13:05:00,60.769
3296,2026-04-23 13:10:00,60.447
3296,2026-04-23 13:15:00,62.162
3296,2026-04-23 13:20:00,61.733
3296,2026-04-23 13:25:00,61.662
3296,2026-04-23 13:30:00,61.662
3296,2026-04-23 13:35:00,61.876
3296,2026-04-23 13:40:00,61.876
3296,2026-04-23 13:45:00,62.197
3296,2026-04-23 13:50:00,62.269
3296,2026-04-23 13:55:00,61.983
3296,2026-04-23 14:00:00,61.912
3296,2026-04-23 14:05:00,61.912
3296,2026-04-23 14:10:00,61.947
3296,2026-04-23 14:15:00,62.519
3296,2026-04-23 14:20:00,63.126
3296,2026-04-23 14:25:00,63.233
3296,2026-04-23 14:30:00,62.59
3296,2026-04-23 14:35:00,62.09
3296,2026-04-23 14:40:00,62.483
3296,2026-04-23 14:45:00,62.269
3296,2026-04-23 14:50:00,62.126
3296,2026-04-23 14:55:00,62.055
3296,2026-04-23 15:00:00,61.876
3296,2026-04-23 15:05:00,61.912
3296,2026-04-23 15:10:00,61.912
3296,2026-04-23 15:15:00,61.983
3296,2026-04-23 15:20:00,61.876
3296,2026-04-23 15:25:00,61.876
3296,2026-04-23 15:30:00,61.733
3296,2026-04-23 15:35:00,62.055
3296,2026-04-23 15:40:00,61.769
3296,2026-04-23 15:45:00,61.912
3296,2026-04-23 15:50:00,61.876
3296,2026-04-23 15:55:00,61.983
3296,2026-04-23 16:00:00,61.876
1511,2026-05-20 09:35:00,57.1
1511,2026-05-20 09:40:00,53.7
1511,2026-05-20 09:45:00,53.5
1511,2026-05-20 09:50:00,52.3
1511,2026-05-20 09:55:00,52.55
1511,2026-05-20 10:00:00,52.0
1511,2026-05-20 10:05:00,50.1
1511,2026-05-20 10:10:00,52.3
1511,2026-05-20 10:15:00,52.9
1511,2026-05-20 10:20:00,54.75
1511,2026-05-20 10:25:00,54.5
1511,2026-05-20 10:30:00,54.05
1511,2026-05-20 10:35:00,53.8
1511,2026-05-20 10:40:00,53.5
1511,2026-05-20 10:45:00,55.1
1511,2026-05-20 10:50:00,57.1
1511,2026-05-20 10:55:00,59.9
1511,2026-05-20 11:00:00,58.3
1511,2026-05-20 11:05:00,58.0
1511,2026-05-20 11:10:00,58.35
1511,2026-05-20 11:15:00,57.95
1511,2026-05-20 11:20:00,57.75
1511,2026-05-20 11:25:00,57.9
1511,2026-05-20 11:30:00,57.65
1511,2026-05-20 11:35:00,58.0
1511,2026-05-20 11:40:00,58.0
1511,2026-05-20 11:45:00,58.25
1511,2026-05-20 11:50:00,58.75
1511,2026-05-20 11:55:00,59.25
1511,2026-05-20 12:00:00,58.65
1511,2026-05-20 13:05:00,59.0
1511,2026-05-20 13:10:00,59.0
1511,2026-05-20 13:15:00,58.2
1511,2026-05-20 13:20:00,57.55
1511,2026-05-20 13:25:00,57.15
1511,2026-05-20 13:30:00,57.2
1511,2026-05-20 13:35:00,57.1
1511,2026-05-20 13:40:00,57.0
1511,2026-05-20 13:45:00,55.6
1511,2026-05-20 13:50:00,55.05
1511,2026-05-20 13:55:00,55.55
1511,2026-05-20 14:00:00,56.2
1511,2026-05-20 14:05:00,57.15
1511,2026-05-20 14:10:00,57.5
1511,2026-05-20 14:15:00,57.5
1511,2026-05-20 14:20:00,57.95
1511,2026-05-20 14:25:00,58.45
1511,2026-05-20 14:30:00,58.5
1511,2026-05-20 14:35:00,58.75
1511,2026-05-20 14:40:00,58.7
1511,2026-05-20 14:45:00,58.4
1511,2026-05-20 14:50:00,59.1
1511,2026-05-20 14:55:00,59.25
1511,2026-05-20 15:00:00,58.5
1511,2026-05-20 15:05:00,58.25
1511,2026-05-20 15:10:00,59.0
1511,2026-05-20 15:15:00,58.85
1511,2026-05-20 15:20:00,58.35
1511,2026-05-20 15:25:00,58.35
1511,2026-05-20 15:30:00,58.4
1511,2026-05-20 15:35:00,58.4
1511,2026-05-20 15:40:00,58.65
1511,2026-05-20 15:45:00,57.75
1511,2026-05-20 15:50:00,58.2
1511,2026-05-20 15:55:00,58.2
1511,2026-05-20 16:00:00,57.5
1609,2026-05-05 09:35:00,278.0
1609,2026-05-05 09:40:00,259.0
1609,2026-05-05 09:45:00,254.4
1609,2026-05-05 09:50:00,247.6
1609,2026-05-05 09:55:00,247.8
1609,2026-05-05 10:00:00,250.2
1609,2026-05-05 10:05:00,248.0
1609,2026-05-05 10:10:00,244.0
1609,2026-05-05 10:15:00,228.6
1609,2026-05-05 10:20:00,228.0
1609,2026-05-05 10:25:00,233.2
1609,2026-05-05 10:30:00,235.0
1609,2026-05-05 10:35:00,237.0
1609,2026-05-05 10:40:00,231.0
1609,2026-05-05 10:45:00,230.0
1609,2026-05-05 10:50:00,227.8
1609,2026-05-05 10:55:00,224.0
1609,2026-05-05 11:00:00,228.2
1609,2026-05-05 11:05:00,223.2
1609,2026-05-05 11:10:00,226.2
1609,2026-05-05 11:15:00,227.2
1609,2026-05-05 11:20:00,225.6
1609,2026-05-05 11:25:00,225.4
1609,2026-05-05 11:30:00,227.8
1609,2026-05-05 11:35:00,227.0
1609,2026-05-05 11:40:00,227.0
1609,2026-05-05 11:45:00,227.8
1609,2026-05-05 11:50:00,230.2
1609,2026-05-05 11:55:00,231.8
1609,2026-05-05 12:00:00,229.0
1609,2026-05-05 13:05:00,226.2
1609,2026-05-05 13:10:00,224.8
1609,2026-05-05 13:15:00,225.0
1609,2026-05-05 13:20:00,225.6
1609,2026-05-05 13:25:00,227.2
1609,2026-05-05 13:30:00,227.6
1609,2026-05-05 13:35:00,227.0
1609,2026-05-05 13:40:00,223.8
1609,2026-05-05 13:45:00,224.4
1609,2026-05-05 13:50:00,218.0
1609,2026-05-05 13:55:00,215.0
1609,2026-05-05 14:00:00,210.2
1609,2026-05-05 14:05:00,210.4
1609,2026-05-05 14:10:00,207.8
1609,2026-05-05 14:15:00,205.0
1609,2026-05-05 14:20:00,204.0
1609,2026-05-05 14:25:00,206.6
1609,2026-05-05 14:30:00,206.8
1609,2026-05-05 14:35:00,207.4
1609,2026-05-05 14:40:00,206.0
1609,2026-05-05 14:45:00,205.0
1609,2026-05-05 14:50:00,204.0
1609,2026-05-05 14:55:00,214.0
1609,2026-05-05 15:00:00,210.6
1609,2026-05-05 15:05:00,209.0
1609,2026-05-05 15:10:00,219.6
1609,2026-05-05 15:15:00,219.6
1609,2026-05-05 15:20:00,218.2
1609,2026-05-05 15:25:00,219.6
1609,2026-05-05 15:30:00,215.6
1609,2026-05-05 15:35:00,217.4
1609,2026-05-05 15:40:00,218.0
1609,2026-05-05 15:45:00,216.4
1609,2026-05-05 15:50:00,215.0
1609,2026-05-05 15:55:00,211.8
1609,2026-05-05 16:00:00,215.0
7630,2026-05-13 09:35:00,35.6
7630,2026-05-13 09:40:00,34.1
7630,2026-05-13 09:45:00,35.52
7630,2026-05-13 09:50:00,36.4
7630,2026-05-13 09:55:00,35.96
7630,2026-05-13 10:00:00,36.16
7630,2026-05-13 10:05:00,37.92
7630,2026-05-13 10:10:00,37.4
7630,2026-05-13 10:15:00,38.74
7630,2026-05-13 10:20:00,38.28
7630,2026-05-13 10:25:00,38.4
7630,2026-05-13 10:30:00,38.46
7630,2026-05-13 10:35:00,38.66
7630,2026-05-13 10:40:00,38.48
7630,2026-05-13 10:45:00,39.46
7630,2026-05-13 10:50:00,39.9
7630,2026-05-13 10:55:00,39.78
7630,2026-05-13 11:00:00,39.94
7630,2026-05-13 11:05:00,39.92
7630,2026-05-13 11:10:00,42.04
7630,2026-05-13 11:15:00,43.72
7630,2026-05-13 11:20:00,43.46
7630,2026-05-13 11:25:00,42.8
7630,2026-05-13 11:30:00,43.8
7630,2026-05-13 11:35:00,44.6
7630,2026-05-13 11:40:00,43.0
7630,2026-05-13 11:45:00,43.74
7630,2026-05-13 11:50:00,44.54
7630,2026-05-13 11:55:00,44.68
7630,2026-05-13 12:00:00,43.76
7630,2026-05-13 13:05:00,44.5
7630,2026-05-13 13:10:00,45.3
7630,2026-05-13 13:15:00,43.4
7630,2026-05-13 13:20:00,43.82
7630,2026-05-13 13:25:00,44.18
7630,2026-05-13 13:30:00,44.94
7630,2026-05-13 13:35:00,44.56
7630,2026-05-13 13:40:00,43.82
7630,2026-05-13 13:45:00,43.16
7630,2026-05-13 13:50:00,43.8
7630,2026-05-13 13:55:00,42.32
7630,2026-05-13 14:00:00,41.46
7630,2026-05-13 14:05:00,41.64
7630,2026-05-13 14:10:00,41.2
7630,2026-05-13 14:15:00,42.96
7630,2026-05-13 14:20:00,42.0
7630,2026-05-13 14:25:00,42.7
7630,2026-05-13 14:30:00,42.9
7630,2026-05-13 14:35:00,43.0
7630,2026-05-13 14:40:00,42.46
7630,2026-05-13 14:45:00,43.8
7630,2026-05-13 14:50:00,42.02
7630,2026-05-13 14:55:00,39.42
7630,2026-05-13 15:00:00,40.2
7630,2026-05-13 15:05:00,40.7
7630,2026-05-13 15:10:00,40.18
7630,2026-05-13 15:15:00,39.7
7630,2026-05-13 15:20:00,39.98
7630,2026-05-13 15:25:00,40.56
7630,2026-05-13 15:30:00,40.28
7630,2026-05-13 15:35:00,40.76
7630,2026-05-13 15:40:00,40.5
7630,2026-05-13 15:45:00,40.4
7630,2026-05-13 15:50:00,40.84
7630,2026-05-13 15:55:00,40.62
7630,2026-05-13 16:00:00,41.86
1236,2026-05-11 09:35:00,52.5
1236,2026-05-11 09:40:00,58.0
1236,2026-05-11 09:45:00,58.6
1236,2026-05-11 09:50:00,63.3
1236,2026-05-11 09:55:00,65.55
1236,2026-05-11 10:00:00,64.05
1236,2026-05-11 10:05:00,61.2
1236,2026-05-11 10:10:00,61.75
1236,2026-05-11 10:15:00,61.2
1236,2026-05-11 10:20:00,60.5
1236,2026-05-11 10:25:00,61.5
1236,2026-05-11 10:30:00,60.2
1236,2026-05-11 10:35:00,60.8
1236,2026-05-11 10:40:00,61.8
1236,2026-05-11 10:45:00,60.65
1236,2026-05-11 10:50:00,61.65
1236,2026-05-11 10:55:00,61.05
1236,2026-05-11 11:00:00,61.55
1236,2026-05-11 11:05:00,61.3
1236,2026-05-11 11:10:00,60.95
1236,2026-05-11 11:15:00,60.7
1236,2026-05-11 11:20:00,60.55
1236,2026-05-11 11:25:00,57.5
1236,2026-05-11 11:30:00,58.3
1236,2026-05-11 11:35:00,58.1
1236,2026-05-11 11:40:00,59.1
1236,2026-05-11 11:45:00,58.75
1236,2026-05-11 11:50:00,59.2
1236,2026-05-11 11:55:00,59.05
1236,2026-05-11 12:00:00,60.1
1236,2026-05-11 13:05:00,60.0
1236,2026-05-11 13:10:00,61.75
1236,2026-05-11 13:15:00,61.2
1236,2026-05-11 13:20:00,61.75
1236,2026-05-11 13:25:00,61.35
1236,2026-05-11 13:30:00,61.2
1236,2026-05-11 13:35:00,61.0
1236,2026-05-11 13:40:00,61.7
1236,2026-05-11 13:45:00,62.25
1236,2026-05-11 13:50:00,60.4
1236,2026-05-11 13:55:00,60.5
1236,2026-05-11 14:00:00,60.35
1236,2026-05-11 14:05:00,60.5
1236,2026-05-11 14:10:00,59.55
1236,2026-05-11 14:15:00,59.85
1236,2026-05-11 14:20:00,60.9
1236,2026-05-11 14:25:00,61.1
1236,2026-05-11 14:30:00,59.6
1236,2026-05-11 14:35:00,58.95
1236,2026-05-11 14:40:00,58.95
1236,2026-05-11 14:45:00,60.25
1236,2026-05-11 14:50:00,60.05
1236,2026-05-11 14:55:00,59.25
1236,2026-05-11 15:00:00,60.0
1236,2026-05-11 15:05:00,59.35
1236,2026-05-11 15:10:00,59.3
1236,2026-05-11 15:15:00,59.35
1236,2026-05-11 15:20:00,59.55
1236,2026-05-11 15:25:00,59.2
1236,2026-05-11 15:30:00,59.15
1236,2026-05-11 15:35:00,59.05
1236,2026-05-11 15:40:00,59.6
1236,2026-05-11 15:45:00,59.9
1236,2026-05-11 15:50:00,60.0
1236,2026-05-11 15:55:00,59.9
1236,2026-05-11 16:00:00,60.0
2493,2026-04-28 09:35:00,29.2
2493,2026-04-28 09:40:00,28.96
2493,2026-04-28 09:45:00,28.92
2493,2026-04-28 09:50:00,28.84
2493,2026-04-28 09:55:00,28.38
2493,2026-04-28 10:00:00,28.32
2493,2026-04-28 10:05:00,28.12
2493,2026-04-28 10:10:00,28.28
2493,2026-04-28 10:15:00,28.14
2493,2026-04-28 10:20:00,28.1
2493,2026-04-28 10:25:00,28.2
2493,2026-04-28 10:30:00,28.1
2493,2026-04-28 10:35:00,27.96
2493,2026-04-28 10:40:00,28.04
2493,2026-04-28 10:45:00,28.68
2493,2026-04-28 10:50:00,28.72
2493,2026-04-28 10:55:00,28.22
2493,2026-04-28 11:00:00,28.14
2493,2026-04-28 11:05:00,28.24
2493,2026-04-28 11:10:00,28.12
2493,2026-04-28 11:15:00,28.18
2493,2026-04-28 11:20:00,28.24
2493,2026-04-28 11:25:00,28.26
2493,2026-04-28 11:30:00,28.32
2493,2026-04-28 11:35:00,28.52
2493,2026-04-28 11:40:00,28.38
2493,2026-04-28 11:45:00,28.3
2493,2026-04-28 11:50:00,28.3
2493,2026-04-28 11:55:00,28.04
2493,2026-04-28 12:00:00,28.0
2493,2026-04-28 13:05:00,28.22
2493,2026-04-28 13:10:00,28.02
2493,2026-04-28 13:15:00,27.98
2493,2026-04-28 13:20:00,27.98
2493,2026-04-28 13:25:00,28.16
2493,2026-04-28 13:30:00,28.02
2493,2026-04-28 13:35:00,27.92
2493,2026-04-28 13:40:00,27.88
2493,2026-04-28 13:45:00,28.0
2493,2026-04-28 13:50:00,28.0
2493,2026-04-28 13:55:00,27.92
2493,2026-04-28 14:00:00,27.86
2493,2026-04-28 14:05:00,27.8
2493,2026-04-28 14:10:00,27.8
2493,2026-04-28 14:15:00,27.84
2493,2026-04-28 14:20:00,27.8
2493,2026-04-28 14:25:00,26.84
2493,2026-04-28 14:30:00,26.86
2493,2026-04-28 14:35:00,27.0
2493,2026-04-28 14:40:00,27.2
2493,2026-04-28 14:45:00,27.18
2493,2026-04-28 14:50:00,27.18
2493,2026-04-28 14:55:00,27.2
2493,2026-04-28 15:00:00,27.1
2493,2026-04-28 15:05:00,27.16
2493,2026-04-28 15:10:00,27.26
2493,2026-04-28 15:15:00,27.2
2493,2026-04-28 15:20:00,27.12
2493,2026-04-28 15:25:00,27.24
2493,2026-04-28 15:30:00,27.56
2493,2026-04-28 15:35:00,27.6
2493,2026-04-28 15:40:00,27.16
2493,2026-04-28 15:45:00,27.46
2493,2026-04-28 15:50:00,27.12
2493,2026-04-28 15:55:00,27.4
2493,2026-04-28 16:00:00,27.8
6810,2026-04-29 09:35:00,95.0
6810,2026-04-29 09:40:00,94.8
6810,2026-04-29 09:45:00,95.55
6810,2026-04-29 09:50:00,95.9
6810,2026-04-29 09:55:00,95.35
6810,2026-04-29 10:00:00,94.15
6810,2026-04-29 10:05:00,94.9
6810,2026-04-29 10:10:00,94.4
6810,2026-04-29 10:15:00,96.0
6810,2026-04-29 10:20:00,96.8
6810,2026-04-29 10:25:00,96.0
6810,2026-04-29 10:30:00,98.9
6810,2026-04-29 10:35:00,95.7
6810,2026-04-29 10:40:00,95.0
6810,2026-04-29 10:45:00,95.0
6810,2026-04-29 10:50:00,94.2
6810,2026-04-29 10:55:00,93.95
6810,2026-04-29 11:00:00,94.15
6810,2026-04-29 11:05:00,94.15
6810,2026-04-29 11:10:00,94.0
6810,2026-04-29 11:15:00,93.5
6810,2026-04-29 11:20:00,93.6
6810,2026-04-29 11:25:00,93.55
6810,2026-04-29 11:30:00,93.85
6810,2026-04-29 11:35:00,93.9
6810,2026-04-29 11:40:00,93.85
6810,2026-04-29 11:45:00,93.5
6810,2026-04-29 11:50:00,93.65
6810,2026-04-29 11:55:00,93.55
6810,2026-04-29 12:00:00,93.8
6810,2026-04-29 13:05:00,93.6
6810,2026-04-29 13:10:00,93.55
6810,2026-04-29 13:15:00,93.45
6810,2026-04-29 13:20:00,93.0
6810,2026-04-29 13:25:00,91.4
6810,2026-04-29 13:30:00,92.1
6810,2026-04-29 13:35:00,92.2
6810,2026-04-29 13:40:00,92.1
6810,2026-04-29 13:45:00,92.45
6810,2026-04-29 13:50:00,92.2
6810,2026-04-29 13:55:00,91.2
6810,2026-04-29 14:00:00,92.0
6810,2026-04-29 14:05:00,90.2
6810,2026-04-29 14:10:00,86.1
6810,2026-04-29 14:15:00,87.5
6810,2026-04-29 14:20:00,88.75
6810,2026-04-29 14:25:00,89.4
6810,2026-04-29 14:30:00,88.5
6810,2026-04-29 14:35:00,88.5
6810,2026-04-29 14:40:00,87.0
6810,2026-04-29 14:45:00,88.15
6810,2026-04-29 14:50:00,87.0
6810,2026-04-29 14:55:00,86.45
6810,2026-04-29 15:00:00,85.8
6810,2026-04-29 15:05:00,88.5
6810,2026-04-29 15:10:00,89.5
6810,2026-04-29 15:15:00,88.55
6810,2026-04-29 15:20:00,87.75
6810,2026-04-29 15:25:00,86.5
6810,2026-04-29 15:30:00,85.8
6810,2026-04-29 15:35:00,85.0
6810,2026-04-29 15:40:00,85.75
6810,2026-04-29 15:45:00,81.7
6810,2026-04-29 15:50:00,81.7
6810,2026-04-29 15:55:00,82.9
6810,2026-04-29 16:00:00,84.8
6871,2026-05-18 09:35:00,56.05
6871,2026-05-18 09:40:00,58.6
6871,2026-05-18 09:45:00,57.0
6871,2026-05-18 09:50:00,56.2
6871,2026-05-18 09:55:00,55.55
6871,2026-05-18 10:00:00,55.35
6871,2026-05-18 10:05:00,57.3
6871,2026-05-18 10:10:00,56.45
6871,2026-05-18 10:15:00,56.25
6871,2026-05-18 10:20:00,57.0
6871,2026-05-18 10:25:00,57.35
6871,2026-05-18 10:30:00,56.15
6871,2026-05-18 10:35:00,56.3
6871,2026-05-18 10:40:00,55.2
6871,2026-05-18 10:45:00,55.85
6871,2026-05-18 10:50:00,55.3
6871,2026-05-18 10:55:00,55.4
6871,2026-05-18 11:00:00,56.2
6871,2026-05-18 11:05:00,56.0
6871,2026-05-18 11:10:00,56.15
6871,2026-05-18 11:15:00,55.65
6871,2026-05-18 11:20:00,55.15
6871,2026-05-18 11:25:00,54.5
6871,2026-05-18 11:30:00,55.5
6871,2026-05-18 11:35:00,54.6
6871,2026-05-18 11:40:00,54.7
6871,2026-05-18 11:45:00,54.5
6871,2026-05-18 11:50:00,55.25
6871,2026-05-18 11:55:00,55.6
6871,2026-05-18 12:00:00,55.25
6871,2026-05-18 13:05:00,56.0
6871,2026-05-18 13:10:00,55.6
6871,2026-05-18 13:15:00,55.0
6871,2026-05-18 13:20:00,54.5
6871,2026-05-18 13:25:00,54.65
6871,2026-05-18 13:30:00,54.8
6871,2026-05-18 13:35:00,54.5
6871,2026-05-18 13:40:00,52.5
6871,2026-05-18 13:45:00,53.0
